ADDRESS,CITY,ZIPCODE,LOCATION,DATESOLD,MONTH,PRICE,BEDROOMS,BATHROOMS,SQFT,LOTSIZE,PRICE_PER_SQFT,HOA,HOA_MONTHLY,YEARBUILT,HOUSE_AGE,DAYS_ON_MARKET,LATITUDE,LONGITUDE
1403 Dade Ln,Alexandria,22308,J C HENDERSON,2021-06-01,June,749900,5,4.0,2232,11580,336,No,0.0,1976,45,212,38.729934,-77.05758890000001
1120 Waynewood Blvd,Alexandria,22308,WAYNEWOOD,2021-05-22,May,995000,4,2.5,2471,11830,403,No,0.0,1959,62,222,38.7254468,-77.0537255
2717 Sycamore St,Alexandria,22305,GROVES,2021-05-25,May,1050000,4,2.5,2225,4000,472,No,0.0,1957,64,219,38.8304181,-77.06361940000001
915 N Overlook Dr,Alexandria,22305,BEVERLEY FOREST,2021-05-18,May,949000,4,2.5,2366,7500,401,No,0.0,1959,62,226,38.8391135,-77.0775606
209 Birch St,Alexandria,22305,MOUNT IDA,2021-03-09,March,851250,3,2.5,2040,8157,417,No,0.0,1942,79,296,38.8319412,-77.0664525
105 W Masonic View Ave,Alexandria,22301,ROSEMONT,2021-04-14,April,976000,3,2.5,1485,6000,657,No,0.0,1929,92,260,38.8141299,-77.06564300000001
3731 Duke St,Alexandria,22304,SEMINARY HILLS,2021-05-07,May,1150000,6,4.5,4547,8439,253,No,0.0,2018,3,237,38.810200200000004,-77.0954993
4007 Belle Rive Ter,Alexandria,22309,FERRY LANDING,2021-01-05,January,3400000,7,7.0,10100,59394,337,No,0.0,2003,18,359,38.698770700000004,-77.1014562
4819 Pole Rd,Alexandria,22309,PROPERTY OF AMIECLAY,2021-01-21,January,800000,7,5.0,4449,16509,180,No,0.0,2009,12,343,38.7305745,-77.1182463
3703 Riverwood Ct,Alexandria,22309,RIVERWOOD,2021-05-24,May,995000,4,2.5,3530,16217,282,Yes,21.0,1973,48,220,38.7059303,-77.0965334
4820 Welford St,Alexandria,22309,MT VERNON VALLEY,2021-01-15,January,460000,5,3.0,1378,8775,334,No,0.0,1974,47,349,38.7423197,-77.1192801
7919 Spotswood Dr,Alexandria,22308,HOLLIN HALL VIL,2021-08-12,August,650000,3,2.0,1920,10315,339,No,0.0,1950,71,140,38.7411906,-77.05705350000001
1225 Shenandoah Rd,Alexandria,22308,TAUXEMONT,2021-06-15,June,970000,5,3.0,2600,21875,373,Yes,42.0,1941,80,198,38.7444534,-77.05458
7804 Ridgecrest Dr,Alexandria,22308,WELLINGTON,2021-04-16,April,950000,4,2.5,2070,19602,459,No,0.0,1961,60,258,38.7459702,-77.05017240000001
6404 14th St W,Alexandria,22307,NEW ALEXANDRIA,2021-08-11,August,650000,2,1.5,840,7000,774,No,0.0,1942,79,141,38.7790059,-77.0597017
6726 Duke Dr,Alexandria,22307,BUCKNELL MANOR,2021-05-24,May,443700,3,1.0,1000,7612,444,No,0.0,1958,63,220,38.7707336,-77.068701
6909 Quander Rd,Alexandria,22307,BUCKNELL MANOR,2021-02-09,February,505000,3,1.5,1080,7465,468,No,0.0,1950,71,324,38.7685458,-77.06532829999999
7806 Evening Ln,Alexandria,22306,HOLLIN BROOK PARK,2021-02-10,February,741000,4,2.0,2099,10544,353,No,0.0,1958,63,323,38.7457799,-77.0667673
7814 Elba Rd,Alexandria,22306,MILLSIDE,2021-05-05,May,765000,4,3.0,1827,21183,419,No,0.0,1967,54,239,38.7465152,-77.0711742
5940 Lowell Ave,Alexandria,22312,LINCOLNIA HILLS,2021-05-20,May,707000,3,2.5,2806,15570,252,No,0.0,1958,63,224,38.826837299999994,-77.1357755
4400 Park Rd,Alexandria,22312,PINECREST,2021-08-13,August,882000,4,3.0,3804,47023,232,No,0.0,1950,71,139,38.82901210000001,-77.1531225
6481 Little River Tpke,Alexandria,22312,WEYANOKE HILLS,2021-05-26,May,740000,2,2.0,2000,13450,370,No,0.0,1948,73,218,38.8204354,-77.1555041
6206 Bren Mar Dr,Alexandria,22312,BREN MAR PARK,2021-04-15,April,556000,5,3.0,2000,11563,278,No,0.0,1954,67,259,38.801786,-77.14903309999998
6021 Franconia Forest Ln,Alexandria,22310,FRANCONIA FOREST,2021-01-12,January,576001,5,3.5,2662,8400,216,No,0.0,1979,42,352,38.784592700000005,-77.1515272
6205 Park Ter,Alexandria,22310,GUILFORD,2021-06-04,June,800000,4,3.0,2100,21522,381,No,0.0,1964,57,209,38.7829409,-77.1253482
5709 Clermont Dr,Alexandria,22310,CLERMONT,2021-06-16,June,765000,4,3.0,2968,44800,258,No,0.0,1984,37,197,38.795973100000005,-77.1100875
6109 Leewood Dr,Alexandria,22310,ROSE HILL FARM,2021-03-08,March,576000,3,2.0,1197,11264,481,No,0.0,1956,65,297,38.7844502,-77.1183362
6007 Mayfair Ln,Alexandria,22310,ARDEN ACRES,2021-06-15,June,1155000,5,5.0,5008,30641,231,No,0.0,1956,65,198,38.78734420000001,-77.1248088
6600 Braddock Rd,Alexandria,22312,BRADDOCK ACRES,2021-06-28,June,650000,4,3.0,1997,22569,325,No,0.0,1948,73,185,38.812357,-77.1721293
4909 Birch Ln,Alexandria,22312,BRADDOCK ACRES,2021-07-07,July,618501,4,2.5,1196,21900,517,No,0.0,1960,61,176,38.8172948,-77.1746004
4909 Ridgewood Rd,Alexandria,22312,FAIRLAND,2021-06-22,June,875000,5,4.0,3642,20134,240,No,0.0,1948,73,191,38.816591700000004,-77.16574909999999
8409 Crowley Pl,Alexandria,22308,WAYNEWOOD,2021-01-08,January,786250,6,3.0,2372,10580,331,No,0.0,1961,60,356,38.7287721,-77.0550297
6227 Park Ter,Alexandria,22310,GUILFORD,2021-02-28,February,730000,5,3.5,2108,15059,346,No,0.0,1984,37,305,38.78178629999999,-77.1254957
6406 May Blvd,Alexandria,22310,ROSE HILL MANOR,2021-06-23,June,799500,5,5.5,2860,21918,280,No,0.0,1969,52,190,38.778086200000004,-77.1193251
6413 Prospect Ter,Alexandria,22310,VIRGINIA HILLS,2021-04-07,April,572510,4,2.0,1653,10080,346,No,0.0,1954,67,267,38.7779371,-77.10035479999999
6214 Houston Ct,Alexandria,22310,VIRGINIA HILLS,2021-07-29,July,579000,4,2.0,2164,10446,268,No,0.0,1953,68,154,38.7826164,-77.0932963
6318 Virginia Hills Ave,Alexandria,22310,VIRGINIA HILLS,2021-05-21,May,535000,4,2.0,2060,13658,260,No,0.0,1955,66,223,38.7790027,-77.1034118
5998 Walhaven Dr,Alexandria,22310,ASHLAND MANOR,2021-07-30,July,955000,5,3.5,4624,15453,207,No,0.0,1996,25,153,38.7764206,-77.1415282
5907 Wivenhoe Ct,Alexandria,22315,HAYFIELD FARM,2021-05-04,May,748000,5,3.5,2416,12758,310,No,0.0,1970,51,240,38.752262200000004,-77.1390194
5503 Dunsmore Rd,Alexandria,22315,WELLFLEET,2021-01-07,January,642100,4,2.5,1404,11050,457,No,0.0,1973,48,357,38.7592446,-77.1296181
6515 Carriage Dr,Alexandria,22310,ROSE HILL PARK,2021-01-22,January,570000,4,3.0,2002,10516,285,No,0.0,1961,60,342,38.7734066,-77.1159538
4415 Flintstone Rd,Alexandria,22306,FIRST ADDITION TO STONEY,2021-06-11,June,640000,4,2.0,1845,8564,347,Yes,5.0,1973,48,202,38.769394899999995,-77.1087969
7011 Vantage Dr,Alexandria,22306,FIRST ADDITION TO STONEY,2021-07-19,July,559950,4,3.0,1542,8625,363,Yes,5.0,1978,43,164,38.7647351,-77.108177
6423 Prospect Ter,Alexandria,22310,VA HILLS LT 2,2021-05-31,May,560000,4,2.0,1976,11327,283,No,0.0,1954,67,213,38.777333899999995,-77.10035479999999
6708 S Benson Dr,Alexandria,22306,COUNTRY CLUB ESTATES,2021-05-24,May,660000,3,2.0,2040,19264,324,No,0.0,1951,70,220,38.7723169,-77.0961287
3415 Memorial St,Alexandria,22306,GROVETON HEIGHTS,2021-06-04,June,486000,2,1.0,819,19350,593,No,0.0,1939,82,209,38.7717736,-77.0901941
3808 Stonebridge Rd,Alexandria,22306,STONEYBROOKE,2021-07-21,July,642500,5,3.0,2484,10333,259,No,0.0,1972,49,162,38.7674404,-77.09927579999999
7305 Fairchild Dr,Alexandria,22306,HYBLA VALLEY,2021-07-23,July,512000,3,2.0,1056,13097,485,No,0.0,1956,65,160,38.758641299999994,-77.0878561
2212 Harbor Ter,Alexandria,22308,STRATFORD LANDING,2021-07-02,July,962785,6,3.0,2940,13401,327,No,0.0,1964,57,181,38.7131456,-77.0696453
7513 Milway Dr,Alexandria,22306,MILWAY MEADOWS,2021-06-30,June,765917,5,4.0,3050,10944,251,No,0.0,1970,51,183,38.7534407,-77.0766152
8000 Kidd St,Alexandria,22309,MT VERNON VALLEY,2021-02-05,February,492000,5,2.0,1100,13846,447,No,0.0,1964,57,328,38.7404805,-77.1121778
7800 Belvedere Dr,Alexandria,22306,GUM SPRINGS,2021-06-09,June,1000000,5,4.0,4870,26211,205,No,0.0,2011,10,204,38.746508899999995,-77.07940649999999
2805 Holly St,Alexandria,22305,MOUNT IDA,2021-01-08,January,899900,4,3.0,2127,5828,423,No,0.0,1920,101,356,38.831353,-77.06514840000001
1106 Dartmouth Rd,Alexandria,22314,QUAKER HILL,2021-05-13,May,1165000,4,3.5,3622,5970,322,Yes,95.0,1990,31,231,38.8112981,-77.0837645
1403 Ruffner Rd,Alexandria,22302,BRADDOCK HEIGHTS,2021-08-27,August,1025000,4,3.0,2522,12605,406,No,0.0,1953,68,125,38.8178718,-77.0701624
219 S Fayette St,Alexandria,22314,OLD TOWN,2021-06-14,June,1725000,4,4.5,3332,2102,518,No,0.0,1979,42,199,38.8039554,-77.0530508
909 N Overlook Dr,Alexandria,22305,ECHOWOOD,2021-06-30,June,1125000,4,2.5,3004,8854,375,No,0.0,1959,62,183,38.838841200000005,-77.07746949999999
313 Hume Ave,Alexandria,22301,WILMAR PARK,2021-09-01,September,1390000,4,3.5,3300,5250,421,No,0.0,1939,82,120,38.831051,-77.0549398
4150 Lawrence Ave,Alexandria,22304,MAPLE HEIGHTS,2021-07-23,July,4650000,5,7.5,5597,85694,831,No,0.0,1963,58,160,38.8254251,-77.1017259
1412 Ruffner Rd,Alexandria,22302,BRADDOCK HEIGHTS,2021-03-16,March,2056000,5,5.0,5906,11118,348,No,0.0,2020,1,289,38.8190374,-77.07052220000001
1801 Commonwealth Ave,Alexandria,22301,CAYLOR AND SPAULDING,2021-07-08,July,815000,2,1.0,1040,8550,784,No,0.0,1925,96,175,38.822094799999995,-77.0628833
3806 Colonel Ellis Ave,Alexandria,22304,SEMINARY RIDGE,2021-07-20,July,1380000,5,3.5,4344,14046,318,No,0.0,1975,46,163,38.816553000000006,-77.0957016
2506 King St,Alexandria,22301,GEORGE WASHINGTON PARK,2021-01-21,January,988000,3,3.0,1925,4367,513,No,0.0,1922,99,343,38.812368400000004,-77.0696453
2220 S Dinwiddie St,Arlington,22206,CLAREMONT,2021-05-13,May,625000,3,1.5,1492,6039,419,No,0.0,1947,74,231,38.844212,-77.1071431
9201 Cherrytree Dr,Alexandria,22309,MOUNT VERNON FOREST,2021-07-19,July,775000,5,3.0,2896,26646,268,No,0.0,1963,58,164,38.708405400000004,-77.10102909999999
4402 Roundhill Rd,Alexandria,22310,ROSE HILL FARM,2021-04-21,April,565000,3,2.0,1599,13415,353,No,0.0,1956,65,253,38.7836495,-77.1091885
6415 Willowood Ln,Alexandria,22310,LYNHILL,2021-08-23,August,570000,3,2.5,1262,11600,452,No,0.0,1958,63,129,38.777569799999995,-77.1096605
6802 Derrell Ct,Alexandria,22307,BEACON VILLAGE,2021-01-08,January,550000,4,2.5,2250,12523,244,No,0.0,1956,65,356,38.7701718,-77.0730179
6303 Climbhill Rd,Alexandria,22310,ROSE HILL FARM,2021-01-11,January,495000,3,1.5,1422,12030,348,No,0.0,1957,64,353,38.7809479,-77.108222
9338 Coral Ln,Alexandria,22309,YACHT HAVEN ESTATES,2021-04-30,April,1257500,6,4.5,4695,22897,268,No,0.0,1969,52,244,38.7041039,-77.1162235
6114 Blue Grass Dr,Alexandria,22310,ROSE HILL FARM,2021-01-06,January,530000,4,1.5,1066,15566,497,No,0.0,1955,66,358,38.7839734,-77.11334659999999
4209 Pickering Pl,Alexandria,22309,SOUTHWOOD,2021-07-15,July,775000,3,2.5,2088,14002,371,No,0.0,1969,52,168,38.713099299999996,-77.1059293
6310 Still Spring Pl,Alexandria,22315,NORTHAMPTON,2021-03-31,March,1000000,4,4.5,4491,4088,223,Yes,100.0,2007,14,274,38.780680600000004,-77.1364497
4209 Duvawn St,Alexandria,22310,RIDGE VIEW,2021-01-08,January,521000,4,2.5,1948,13600,267,No,0.0,1959,62,356,38.786864,-77.1053898
301 W Glendale Ave,Alexandria,22301,MOUNT VERNON PARK,2021-08-04,August,1075000,4,2.5,2162,7200,497,No,0.0,1939,82,148,38.8161201,-77.0676217
27 W Wyatt Ave,Alexandria,22301,ROSECREST,2021-01-22,January,785000,2,1.0,1251,5000,627,No,0.0,1925,96,342,38.8270582,-77.0637543
1200 Stonnell Pl,Alexandria,22302,SHERWOOD FOREST,2021-06-15,June,1850000,5,3.5,3960,16641,467,No,0.0,1977,44,198,38.825407399999996,-77.079493
1803 Stirrup Ln,Alexandria,22308,RIVERSIDE GARDENS,2021-06-03,June,864000,4,2.5,1680,10999,514,No,0.0,1964,57,210,38.7249564,-77.0619105
14 E Walnut St,Alexandria,22301,ROSEMONT PARK,2021-06-17,June,900000,4,2.0,1820,4000,495,No,0.0,1917,104,196,38.812424299999996,-77.0601116
606 N Mansfield St,Alexandria,22304,SEMINARY VALLEY,2021-03-19,March,560000,4,2.0,1810,8001,309,No,0.0,1956,65,286,38.818958,-77.1134365
4215 Elmwood Dr,Alexandria,22310,CLERMONT,2021-06-15,June,870000,5,3.5,4026,12779,216,No,0.0,1999,22,198,38.8014029,-77.10633390000001
611 Crestwood Dr,Alexandria,22302,MONTICELLO PARK,2021-08-09,August,855000,4,2.0,1876,9014,456,No,0.0,1953,68,143,38.8310404,-77.0734675
309 Beverly Dr,Alexandria,22305,ECHOWOOD,2021-06-14,June,935000,4,2.5,2134,6650,438,No,0.0,1935,86,199,38.8347411,-77.06852940000002
1707 Hackamore Ln,Alexandria,22308,RIVERSIDE GARDENS,2021-03-12,March,839000,4,3.0,1825,10567,460,No,0.0,1963,58,293,38.7257561,-77.06150579999999
208 Duncan Ave,Alexandria,22301,DEL RAY,2021-05-17,May,925000,4,2.0,1792,5000,516,No,0.0,1925,96,227,38.8226034,-77.0572671
123 Clifford Ave,Alexandria,22305,EMMA P HUME,2021-02-12,February,1356000,4,3.5,2534,5250,535,No,0.0,1920,101,321,38.831529499999995,-77.0574133
613 N Overlook Dr,Alexandria,22305,BEVERLY HILLS,2021-05-19,May,1643250,5,3.5,3516,6900,467,No,0.0,1949,72,225,38.838648,-77.0718038
424 N Alfred St,Alexandria,22314,CARRIAGE WORKS,2021-06-14,June,1280000,4,3.5,2016,2155,635,No,0.0,2001,20,199,38.80968370000001,-77.04849709999999
6355 Evangeline Ln,Alexandria,22312,KEYES 2ND,2021-05-07,May,885000,4,3.5,3092,21785,286,No,0.0,1967,54,237,38.816172200000004,-77.14970720000001
6306 Gentele Ct,Alexandria,22310,VIRGINIA HILLS,2021-05-05,May,522000,3,2.0,1725,10012,303,No,0.0,1952,69,239,38.7805609,-77.0972077
5917 Ewing Pl,Alexandria,22310,VICTORIA OAKS,2021-06-25,June,995000,5,5.5,4936,13884,202,No,0.0,1997,24,188,38.7906184,-77.1026475
6715 Lake Village Dr,Alexandria,22315,EDGE HILL,2021-06-24,June,900000,4,2.5,2714,9063,332,Yes,96.0,1999,22,189,38.772016,-77.1427865
5315 Foxboro Ct,Alexandria,22315,WICKFORD,2021-01-09,January,580000,4,2.0,1740,11629,333,No,0.0,1972,49,355,38.7581642,-77.12714609999999
4329 Rock Creek Rd,Alexandria,22306,FIRST ADDITION TO STONEY,2021-04-30,April,702000,3,2.5,2155,8450,326,Yes,5.0,1974,47,244,38.7669876,-77.10709809999999
6608 Cavalier Dr,Alexandria,22307,BUCKNELL MANOR,2021-05-05,May,870000,6,3.0,3104,7200,280,No,0.0,2005,16,239,38.7743982,-77.06910570000001
6623 Cavalier Dr,Alexandria,22307,BUCKNELL MANOR,2021-01-29,January,525000,4,2.0,1260,7202,417,No,0.0,1950,71,335,38.7731866,-77.0683412
6423 Potomac Ave,Alexandria,22307,NEW ALEXANDRIA,2021-06-03,June,645000,3,2.0,849,10500,760,No,0.0,1939,82,210,38.777017,-77.05624399999999
6403 Ronson Ct,Alexandria,22310,VIRGINIA HILLS,2021-02-25,February,515100,3,2.0,2240,11539,230,No,0.0,1954,67,308,38.779193799999994,-77.101164
6402 Potomac Ave,Alexandria,22307,NEW ALEXANDRIA,2021-04-14,April,700000,4,2.0,1537,7000,455,No,0.0,1940,81,260,38.7789424,-77.0569186
4428 Flintstone Rd,Alexandria,22306,STONEYBROOKE,2021-05-06,May,610000,3,2.0,2028,8476,301,Yes,5.0,1973,48,238,38.7696374,-77.1105237
4546 Lantern Pl,Alexandria,22306,SOUTH KINGS,2021-03-12,March,650000,5,2.5,1811,10379,359,No,0.0,1979,42,293,38.7684342,-77.112438
3133 Memorial St,Alexandria,22306,GROVETON HEIGHTS,2021-05-14,May,790000,4,4.5,3762,17424,210,No,0.0,1951,70,230,38.7699029,-77.0853382
2720 Memorial St,Alexandria,22306,MEMORIAL HEIGHTS,2021-02-19,February,425000,3,2.0,1600,5750,266,No,0.0,1952,69,314,38.7689777,-77.0790648
7227 Ludwood Ct,Alexandria,22306,POPKINS FARM ESTATES,2021-04-08,April,1095000,5,3.5,3262,13503,336,Yes,10.0,1984,37,266,38.7597879,-77.07349
7211 Marine Dr,Alexandria,22307,VILLAMAY,2021-02-25,February,904000,5,3.0,2674,18672,338,No,0.0,1965,56,308,38.7592122,-77.0574133
8007 Fordson Rd,Alexandria,22306,GUM SPRING,2021-04-15,April,601050,3,3.0,2072,22403,290,No,0.0,1930,91,259,38.740708399999995,-77.08219079999999
7909 Bayberry Dr,Alexandria,22306,SHERWOOD HALL,2021-01-14,January,650000,3,2.0,2126,13248,306,No,0.0,1961,60,350,38.7426231,-77.0723434
4804 Poplar Dr,Alexandria,22310,FAIRFAX HOMES,2021-01-08,January,518000,3,2.0,1066,12975,486,No,0.0,1962,59,356,38.7980607,-77.1163583
5012 Larno Dr,Alexandria,22310,BUSH HILL WOODS,2021-08-02,August,620000,4,3.0,2048,17114,303,No,0.0,1974,47,150,38.7915617,-77.1222468
5908 Ridge View Dr,Alexandria,22310,RIDGE VIEW,2021-08-24,August,499900,3,1.5,1075,10551,465,No,0.0,1959,62,128,38.7898645,-77.1056146
6309 Willowood Ln,Alexandria,22310,ROSE HILL FARM,2021-02-26,February,555000,4,2.5,1972,10560,281,No,0.0,1955,66,307,38.7808369,-77.112987
6329 Maryview St,Alexandria,22310,MARYVIEW,2021-07-20,July,695000,4,3.0,2679,11635,259,No,0.0,1967,54,163,38.7798958,-77.11043070000001
6407 May Blvd,Alexandria,22310,ROSE HILL MANOR,2021-06-11,June,600000,5,3.0,1132,18889,530,No,0.0,1969,52,202,38.778011,-77.1186508
6119 Hillview Ave,Alexandria,22310,VIRGINIA HILLS,2021-09-02,September,632000,4,2.0,1200,10510,527,No,0.0,1955,66,119,38.784009000000005,-77.0974775
6210 Dadson Ct,Alexandria,22310,VIRGINIA HILLS,2021-08-20,August,521000,4,2.0,988,11421,527,No,0.0,1955,66,132,38.7828028,-77.0996355
5930 Ewing Pl,Alexandria,22310,VICTORIA OAKS,2021-04-12,April,937500,6,4.5,3283,12011,286,No,0.0,1997,24,262,38.7897891,-77.1035017
7016 Bedrock Rd,Alexandria,22306,STONEYBROOKE 1ST,2021-04-16,April,625000,5,2.5,2276,12387,275,Yes,5.0,1977,44,258,38.7645139,-77.10727790000001
6815 Rock Creek Ct,Alexandria,22306,FIRST ADDITION TO STONEY,2021-08-18,August,559000,3,2.5,1345,9187,416,Yes,5.0,1976,45,134,38.76799320000001,-77.10637879999999
4530 Lantern Pl,Alexandria,22306,SOUTH KINGS FOREST,2021-08-27,August,625000,4,2.5,2080,9551,300,No,0.0,1978,43,125,38.7669389,-77.1119313
4509 Lantern Pl,Alexandria,22306,SOUTH KINGS FORST,2021-04-20,April,658000,4,2.5,2260,10008,291,No,0.0,1977,44,254,38.76528820000001,-77.1123684
810 Enderby Dr,Alexandria,22302,BEVERLY HILLS,2021-04-23,April,1695000,5,4.5,3485,7620,486,No,0.0,1938,83,251,38.833723,-77.0751763
4499 Lark Ln,Alexandria,22310,MEADOWS AT ROSE HILL THE,2021-06-30,June,1148005,5,4.5,3057,10762,376,Yes,110.0,2021,0,183,38.7773046,-77.11090329999999
7032 Bedrock Rd,Alexandria,22306,WOODSTONE,2021-08-31,August,580000,3,2.5,1769,7212,328,Yes,44.0,1988,33,121,38.763242,-77.105255
6057 Piney Run Dr,Alexandria,22315,PINEY RUN,2021-09-03,September,790000,4,3.5,2450,19500,322,No,0.0,1950,71,118,38.7477448,-77.1480894
6028 Ashby Heights Cir,Alexandria,22315,ASHBY HEIGHTS,2021-08-31,August,915000,5,4.5,4101,7868,223,Yes,97.0,2005,16,121,38.7478403,-77.1460515
7705 Grovenor Ct,Alexandria,22315,HAYFIELD FARM,2021-05-19,May,760000,5,4.0,2748,11487,277,No,0.0,1967,54,225,38.748807899999996,-77.133798
4219 Alcott St,Alexandria,22309,FAIRFIELD,2021-07-15,July,575000,4,2.5,2064,12000,279,No,0.0,1967,54,168,38.7441831,-77.1075027
815 Fontaine St,Alexandria,22302,TIMBER BRANCH PARK,2021-06-21,June,1540000,5,4.0,5083,12711,303,No,0.0,1950,71,192,38.8236503,-77.0751088
8100 Kidd St,Alexandria,22309,MOUNT VERNON VALLEY,2021-06-10,June,520000,4,2.0,1500,11059,347,No,0.0,1963,58,203,38.738021,-77.11141359999999
7821 Martha Washington St,Alexandria,22309,MOUNT VERNON WOODS,2021-07-07,July,480000,3,2.0,1452,12300,331,No,0.0,1957,64,176,38.7448945,-77.10319040000002
608 and 610 Gibbon St,Alexandria,22314,Alexandria,2021-08-25,August,856400,4,2.5,2871,2652,298,No,0.0,1965,56,127,38.799134,-77.04769870000001
302 E Alexandria Ave,Alexandria,22301,BRENTON,2021-06-10,June,1250000,5,3.0,2312,5240,541,No,0.0,1930,91,203,38.8187576,-77.0581778
6226 Cockspur Dr,Alexandria,22310,FRANCONIA FOREST,2021-04-23,April,715000,4,3.0,2158,8416,331,No,0.0,1978,43,251,38.783629100000006,-77.1535269
5711 Glamis Dr,Alexandria,22315,HAYFIELD FARM,2021-08-16,August,700000,5,3.5,2232,9215,314,No,0.0,1970,51,136,38.7504018,-77.1347418
6503 Wynema Ct,Alexandria,22315,ISLAND CREEK,2021-05-06,May,1010000,4,3.5,3691,9121,274,Yes,105.0,1995,26,238,38.7489227,-77.1695234
3525 Austin Ave,Alexandria,22310,VIRGINIA HILLS,2021-07-06,July,460000,3,1.0,1183,10387,389,No,0.0,1953,68,177,38.7817469,-77.09379090000002
3915 Spect Ct,Alexandria,22310,VIRGINIA HILLS,2021-05-05,May,595000,4,3.0,988,19196,602,No,0.0,1955,66,239,38.7806565,-77.1009392
7411 Northrop Rd,Alexandria,22306,HYBLA VALLEY,2021-05-21,May,501253,3,1.5,1115,10604,450,No,0.0,1958,63,223,38.757158000000004,-77.086822
8408 Washington Ave,Alexandria,22309,MT ZEPHYR LT 6,2021-05-03,May,699990,4,2.5,2280,18176,307,No,0.0,1987,34,241,38.729526299999996,-77.104176
6437 Pima St,Alexandria,22312,MEYERS ADDITION INDIAN R,2021-08-04,August,735000,4,3.0,2948,20017,249,No,0.0,1967,54,148,38.811699600000004,-77.1618849
7045 Barbara Rd,Alexandria,22315,WINDSOR ESTATES,2021-09-03,September,1264300,5,4.5,5316,22000,238,No,0.0,2021,0,118,38.7639414,-77.1602223
7927 Ashland Dr,Alexandria,22315,CREST OF ALEXANDRIA,2021-06-04,June,836690,4,4.0,3092,4160,271,No,0.0,2021,0,209,38.7441486,-77.1526523
8109 Carlyle Pl,Alexandria,22308,HOLLIN HALL VIL,2021-01-30,January,460000,2,1.0,936,10063,491,No,0.0,1951,70,334,38.737888,-77.0620454
8027 Washington Rd,Alexandria,22308,HOLLIN HALL VILLAGE,2021-03-15,March,1310000,6,5.5,5475,6600,239,No,0.0,2008,13,290,38.7384347,-77.0572334
1114 Arcturus Ln,Alexandria,22308,WELLINGTON MANOR,2021-07-01,July,1011000,4,2.5,2632,20629,384,No,0.0,1955,66,182,38.737969899999996,-77.0516566
7800 Ridgecrest Dr,Alexandria,22308,WELLINGTON,2021-06-21,June,1100000,4,3.0,2375,23626,463,No,0.0,1961,60,192,38.746307200000004,-77.05030740000001
2122 Rampart Dr,Alexandria,22308,RIVERSIDE,2021-04-12,April,1016000,5,3.5,2817,11501,361,No,0.0,1976,45,262,38.7344291,-77.0670821
106 W Howell Ave,Alexandria,22301,ROSECREST,2021-05-12,May,1036250,3,2.5,1908,5750,543,No,0.0,1934,87,232,38.8232116,-77.0652833
7841 Heritage Dr,Annandale,22003,RAVENSWORTH GROVE,2021-03-03,March,575000,4,3.0,2200,10903,261,No,0.0,1963,58,302,38.8228448,-77.2133678
7410 Masonville Dr,Annandale,22003,MASONVILLE HEIGHTS,2021-03-12,March,830000,4,3.0,2824,14152,294,No,0.0,1953,68,293,38.8481403,-77.2011954
3716 Linda Ln,Annandale,22003,PLEASANT RIDGE,2021-09-03,September,650000,3,1.0,1104,22508,589,No,0.0,1954,67,118,38.8448168,-77.2107178
6623 Jessamine Ln,Annandale,22003,CALLAWAY,2021-12-13,December,1010000,4,4.5,3510,4856,288,Yes,187.0,2015,6,17,38.823778000000004,-77.17168259999998
4715 King Carter Ct,Annandale,22003,OAK HILL,2021-10-28,October,890000,4,4.0,3113,13256,286,Yes,2.0,1970,51,63,38.8198605,-77.2426931
8714 Queen Elizabeth Blvd,Annandale,22003,CANTERBURY WOODS,2021-06-14,June,860000,5,3.0,1956,11848,440,Yes,35.0,1972,49,199,38.8190342,-77.24794659999999
4436 Sleaford Rd,Annandale,22003,WILLOW WOODS,2021-12-29,December,770000,5,3.0,2668,15121,289,No,0.0,1963,58,1,38.826613099999996,-77.25268359999998
4800 Thiban Ter,Annandale,22003,CANTERBURY WOODS,2021-08-16,August,850000,4,3.5,3087,11021,275,No,0.0,1971,50,136,38.8197781,-77.25140400000001
7508 Walnut Hill Ln,Falls Church,22042,WALNUT HILL ESTATES,2021-02-11,February,875000,3,3.5,3536,4788,247,Yes,146.0,1989,32,322,38.8520594,-77.20229590000001
4040 Justine Dr,Annandale,22003,ROLF HEIGHTS,2021-07-30,July,500000,4,2.5,1344,13093,372,No,0.0,1954,67,153,38.8353023,-77.1872697
